OCOD3,SENWT,CNTSCHID,BSMJ,ST001D01T,GCSELFEFF,PV8RTSN,PV10RCER,MASTGOAL,PV4RCER,GCAWARE,PV4RTML,PV10RTSN,PV4RCLI,PV1RCER,PV7RCUN,PV1RTML,PV3RCUN,PV5RTSN,PV6RTSN,PV8RTML,PV3RCER,PV9RCLI,PV8RCLI,PV9MATH,PV6RTML,PV9READ,PV8RCUN,PV3READ,PV3RTSN,PV2RTSN,PV1GLCM,PV7RCER,PV8RCER,PV9RTSN,PV10RTML,PV6RCER,PV5RCUN,PV10RCLI,PV7RTML,Score_pond
2212.0,0.63812,72401000.0,81.92,9.0,-0.784,364.836,455.81,-0.3152,433.528,-0.3166,416.328,378.485,471.729,471.273,460.862,496.601,422.341,431.597,381.774,417.691,409.275,382.89,495.448,486.472,437.288,481.291,419.603,450.282,411.766,411.711,573.285,439.3,424.058,388.516,460.883,413.089,424.381,462.751,435.918,1155.947988607844
2149.0,0.08628,72400543.0,78.69,10.0,0.1932,579.737,554.324,1.2329,630.073,0.1578,549.986,536.979,511.218,622.977,558.58,559.824,569.616,607.337,553.874,626.37,576.17,634.882,603.967,529.954,507.501,590.519,540.53,532.651,557.397,522.762,604.13,604.234,512.11,591.41,542.724,614.53,524.529,530.705,526.91,1460.130226808662
2611.0,0.12391,72400406.0,86.72,10.0,-0.8002,546.929,520.534,-0.4347,530.408,0.4237,537.491,524.711,509.47,589.786,494.046,500.619,530.182,572.057,504.059,572.986,577.694,577.683,526.59,533.054,519.992,566.74,511.271,532.661,517.731,557.317,543.425,526.489,503.87,548.827,556.786,551.662,553.062,500.384,534.993,1410.67104389042
9705.0,0.04178,72400836.0,68.29148356952543,10.0,1.0757,551.803,512.812,1.8524,554.671,0.1562,511.049,537.062,565.54,498.595,545.58,487.925,501.085,507.714,496.57,506.756,502.257,510.099,435.685,530.441,468.631,554.08,460.87,521.393,547.304,531.406,569.014,514.173,497.806,503.42,525.99,500.066,528.747,499.746,518.452,1651.493041304023
2221.0,0.03467,72400294.0,68.7,10.0,-0.5456,479.059,444.089,1.8524,443.358,1.6476,403.545,472.709,365.657,469.05,503.082,443.735,507.852,495.273,507.545,480.688,486.475,484.515,463.225,449.944,505.154,489.411,458.767,436.661,495.011,497.173,451.423,435.57,497.496,449.795,481.003,461.04,441.171,482.986,448.039,1223.9049771644688
2211.0,0.62787,72400485.0,88.7,10.0,0.855,450.101,561.237,-0.6331,480.08,0.8124,438.049,438.333,450.63,496.361,487.102,431.735,472.369,485.323,495.93,432.923,504.132,480.094,531.276,486.225,485.537,472.348,486.387,486.267,508.892,457.247,557.56,501.046,508.452,446.555,419.495,465.133,471.221,446.751,481.76,1254.929398909679
2212.0,0.02334,72400359.0,81.92,10.0,-0.3217,467.94,482.804,-0.6331,434.072,-0.2398,451.81,415.926,466.518,402.494,467.632,429.88,411.029,451.512,444.391,467.292,472.887,452.41,439.72,534.652,453.899,429.351,438.724,441.274,427.054,472.284,557.297,418.34,433.895,478.506,407.221,416.463,423.636,428.739,473.291,1184.5500971979127
2211.0,0.03262,72400029.0,88.7,10.0,-0.009363520078286095,508.141,509.143,-0.10330476856908791,533.039,0.04302262034147881,483.038,544.421,469.401,467.341,469.615,521.451,521.546,505.773,569.483,502.645,490.333,445.664,477.67,465.863,516.26,483.182,559.652,457.676,486.76,472.696,507.489,421.238,438.306,505.292,514.885,519.327,494.886,481.342,521.771,1295.794038897113
2300.0,0.08478,72400045.0,75.54,10.0,-0.6089,514.639,526.513,-1.0266,507.341,-0.5054,489.089,502.556,507.775,518.173,480.365,523.002,516.579,580.687,523.143,557.614,506.035,478.883,563.232,461.072,491.076,503.869,574.531,527.786,526.815,543.342,562.842,477.631,559.415,571.355,521.988,512.552,519.083,526.005,533.368,1361.0068208218308
2149.0,0.11222,72400422.0,78.69,10.0,-1.787,432.61,459.815,0.5761,470.109,-0.2497,480.069,447.783,460.497,440.765,464.016,425.389,426.074,452.728,447.084,477.282,474.879,396.557,333.879,550.347,506.318,424.295,384.24,471.797,451.334,428.862,439.136,460.143,396.821,416.163,473.251,444.57,439.989,460.431,452.6,1173.7432405966003
2250.0,0.05277,72400285.0,84.14,9.0,1.1677,424.34,434.057,-0.7637,438.666,1.246,438.109,432.276,429.57,434.302,438.947,421.874,403.103,416.703,414.463,413.528,403.229,451.19,384.836,332.512,417.477,363.625,452.25,400.497,398.427,382.83,427.469,465.252,396.92,362.587,425.785,389.431,429.22,421.732,423.977,1102.342588180816
2144.0,0.12234,72400718.0,77.1,10.0,0.4557,507.126,578.624,-1.6259,619.333,-1.1141,513.443,526.912,478.271,573.133,527.078,512.263,500.836,555.724,521.72,514.215,525.663,502.65,501.03,595.528,521.26,514.175,557.852,494.893,532.708,463.796,507.408,562.339,543.73,535.716,551.718,540.316,493.763,525.099,509.354,1369.4482867554411
2300.0,0.04156,72400595.0,75.54,10.0,-1.7902,603.865,532.012,-1.9222,525.772,-0.4312,605.733,565.15,552.287,540.934,558.169,627.178,545.005,542.237,505.978,525.911,581.304,601.95,585.852,520.181,542.869,582.382,586.167,519.554,515.917,557.013,559.047,485.726,572.0,527.515,542.59,545.744,552.126,528.702,608.12,1438.61745461717
2130.0,0.06016,72400892.0,80.46,10.0,0.2983,496.283,547.384,1.1969,498.451,0.0066,474.945,521.345,467.966,501.561,502.421,519.402,489.099,519.437,484.24,522.268,484.513,477.852,430.971,566.19,517.169,501.11,448.902,527.322,486.251,507.001,556.847,528.322,476.311,462.447,538.393,539.043,488.837,505.196,458.026,1304.886218351414
2166.0,0.15165,72400206.0,79.74,9.0,-0.8924,449.44,470.146,0.0337,410.775,-0.622,422.986,450.314,444.187,461.8,406.737,425.105,472.391,414.783,444.67,492.207,492.362,447.119,456.597,443.73,421.291,482.368,447.239,437.265,479.921,465.493,455.034,426.542,411.962,405.061,436.578,481.019,436.073,488.279,488.773,1180.3302803406348
2342.0,0.0351,72400540.0,58.77,10.0,0.6899,488.117,496.332,1.1969,471.317,-0.0128,480.234,458.208,479.588,476.614,524.729,472.94,452.555,471.537,440.606,492.102,500.21,512.562,453.927,409.534,453.497,454.29,462.155,447.01,495.504,469.458,524.333,509.738,449.693,445.906,480.407,463.753,482.966,431.773,469.049,1241.8850720772373
2612.0,0.06806,72400588.0,88.96,10.0,0.1904,499.499,529.356,0.1123,557.368,0.3352,513.022,517.105,489.626,520.56,487.189,516.409,481.187,528.196,437.439,514.501,498.252,491.427,526.789,475.645,455.77,509.408,488.51,490.704,512.641,556.66,525.461,512.371,512.382,524.028,509.896,494.743,466.611,534.369,485.696,1335.2775375115878
2634.0,0.1186,72400725.0,85.85,10.0,-0.5013,502.031,581.364,0.0337,536.023,0.0633,530.32,506.77,530.637,581.726,547.796,567.384,531.138,573.989,585.149,544.158,539.91,568.07,530.016,474.248,547.353,534.015,572.66,570.906,542.5,552.152,607.702,542.719,513.495,577.576,570.406,542.833,526.147,487.126,538.555,1432.7679076025315
2149.0,0.21709,72400711.0,78.69,10.0,0.2933,549.159,592.849,0.1447,537.423,0.1446,584.179,639.093,637.183,537.717,532.116,554.784,511.276,558.433,556.545,539.581,507.436,594.048,560.273,564.26,555.216,560.666,540.494,569.811,555.391,534.353,585.188,536.244,488.864,521.154,536.162,554.019,534.264,540.43,575.756,1432.826688682293
2111.0,0.05287,72400195.0,84.61,10.0,0.7623,586.607,600.682,0.2342,598.847,0.581,543.079,561.749,520.82,601.591,574.877,582.126,559.425,588.78,573.701,584.605,602.822,568.74,516.636,521.892,544.663,569.139,520.019,583.739,582.208,630.074,548.304,532.132,539.1,534.596,542.928,599.186,564.804,564.944,554.739,1458.457846672433
2211.0,0.04397,72400302.0,88.7,10.0,0.123,514.633,518.298,-1.1295,493.302,-0.3189,532.815,491.89,457.382,464.935,501.931,500.462,527.178,476.162,510.978,512.725,497.341,448.906,369.811,506.988,479.791,513.772,457.689,483.569,503.019,490.181,506.028,464.338,496.676,526.456,506.569,516.518,512.819,441.841,500.753,1285.2524275958465
2161.0,0.13043,72400103.0,79.74,10.0,-1.8529,456.408,599.144,-1.3162,522.32,-0.0549,457.224,462.452,539.194,546.084,508.395,505.802,483.047,508.512,490.751,502.498,527.815,467.389,522.901,523.015,530.614,502.018,514.167,535.084,458.965,497.866,592.177,540.013,541.996,517.136,482.086,554.557,519.812,504.446,546.529,1337.0290202035471
9998.0,0.12346,72400876.0,68.29148356952543,10.0,0.1816,391.056,419.068,-0.9441,468.716,0.4636,399.222,373.678,410.684,425.556,395.583,418.664,391.813,445.388,456.311,397.939,412.872,373.114,392.19,425.095,407.099,358.37,406.15,372.803,422.655,416.94,476.803,421.529,427.56,384.563,427.768,480.205,355.837,394.306,418.296,1414.3620873750172
2153.0,0.02264,72400777.0,80.75,10.0,-0.8713,508.694,472.471,0.9703,544.103,0.0959,443.061,513.881,536.686,529.705,472.145,493.377,489.448,537.909,507.149,513.389,509.31,554.165,593.077,528.062,541.827,479.607,567.306,546.618,481.607,480.738,537.931,504.779,551.985,486.696,548.146,483.368,466.656,478.751,505.35,1333.0151628401672
2619.0,0.12569,72400448.0,81.05,10.0,-0.5476,442.051,488.99,-0.9149,441.09,-0.2662,486.621,499.662,379.731,421.665,515.033,434.741,454.123,478.68,449.485,467.191,462.974,461.653,453.313,470.61,491.452,463.096,490.354,461.441,445.553,458.031,525.292,501.877,516.121,464.418,514.826,434.086,477.105,458.939,476.398,1246.284861701914
2149.0,0.06676,72400531.0,78.69,10.0,-0.009363520078286095,439.561,467.695,-1.0266,454.906,0.04302262034147881,511.357,481.149,466.422,519.781,524.499,491.132,495.647,486.63,464.47,445.823,420.597,550.037,461.301,474.831,526.968,489.574,506.054,513.306,465.958,485.659,495.418,438.234,493.646,471.805,514.407,480.444,494.855,508.048,482.758,1266.2007499873685
2264.0,0.06685,72401069.0,67.94,10.0,-0.4356,473.558,383.976,-0.2151,387.897,0.1562,459.106,462.885,445.179,411.47,468.386,430.473,456.645,469.408,408.095,461.894,452.784,447.383,469.962,432.948,476.287,453.059,441.35,436.926,465.978,435.376,440.399,469.639,420.11,414.844,415.997,431.884,430.81,439.893,377.482,1161.0371458288616
2212.0,0.28796,72400796.0,81.92,10.0,1.0538,503.129,516.14,1.1969,586.112,0.644,538.487,532.826,544.301,542.797,518.85,512.62,510.925,535.915,524.628,564.715,587.147,500.457,546.1,504.325,514.063,561.446,529.003,549.575,582.347,566.045,667.11,547.935,584.87,497.02,550.454,545.617,553.805,521.237,581.418,1411.8682893248354
2111.0,0.06992,72400673.0,84.61,10.0,-0.1682,566.065,560.114,0.1123,537.411,0.4485,589.328,554.462,565.549,513.108,554.82,556.565,576.518,563.708,571.45,626.003,516.597,574.37,532.717,598.321,605.843,572.259,545.298,539.852,513.131,532.207,606.954,552.76,576.242,561.763,572.934,590.437,532.225,599.988,568.974,1453.185439767655
2161.0,0.03428,72400362.0,79.74,10.0,-0.2639,531.022,539.074,-2.5252,549.393,-0.04,528.95,542.053,483.514,500.34,558.948,506.758,531.37,549.166,564.126,530.653,548.311,585.109,546.355,551.158,502.767,550.726,503.218,556.064,521.012,522.858,615.808,564.933,507.37,565.13,530.034,553.154,525.166,599.241,560.724,1401.7896227390834
2212.0,0.27924,72400418.0,81.92,10.0,0.5584,586.574,521.556,0.8347,498.578,0.3352,541.682,487.269,472.345,543.107,546.244,568.352,505.353,540.174,506.417,560.892,511.212,552.684,546.599,548.273,542.059,584.233,523.304,528.772,567.3,544.191,545.042,545.809,517.356,545.938,561.989,610.131,468.322,535.679,593.099,1398.982037202605
2351.0,0.10185,72400983.0,77.88,10.0,0.1904,535.894,572.676,-0.2151,524.396,-0.0549,556.282,547.099,540.095,534.702,565.62,594.397,563.239,558.933,539.013,535.0,563.892,520.044,563.84,510.079,598.248,548.6,553.104,525.274,562.733,592.902,552.915,560.729,532.193,559.241,570.897,600.962,591.097,558.447,545.55,1443.785703236168
2212.0,0.06663,72400684.0,81.92,10.0,0.4531,490.213,491.849,1.8524,447.154,0.1562,542.809,490.298,483.103,434.25,432.825,468.035,474.757,535.787,485.572,491.353,500.641,496.734,495.68,584.248,495.621,492.445,514.377,455.066,477.06,471.854,599.777,448.565,507.114,524.208,485.18,522.251,552.339,481.615,496.279,1295.393007476078
2211.0,0.12932,72400205.0,88.7,10.0,0.6388,549.46,524.983,1.8524,511.508,0.4391,612.974,546.514,539.483,507.363,541.94,576.124,571.164,545.09,582.372,525.698,549.666,553.247,522.219,520.206,537.3,509.353,520.233,567.55,575.193,577.492,579.118,578.576,569.365,533.02,561.592,543.066,565.095,478.044,509.774,1417.3676278643063
2149.0,0.1153,72400883.0,78.69,10.0,0.0346,450.514,456.011,1.8524,485.198,0.4345,436.309,380.663,468.505,432.899,460.037,459.279,444.103,404.274,451.579,446.123,427.27,393.157,460.277,562.436,482.82,414.257,456.786,446.442,394.644,460.738,461.409,506.469,450.591,442.274,434.577,452.729,452.814,460.765,437.996,1180.2665028261024
2211.0,0.0706,72400751.0,88.7,10.0,-0.1856,541.731,583.993,-1.1295,553.893,-0.76,589.591,557.743,619.498,590.842,541.992,562.807,558.116,554.561,540.012,579.466,605.358,602.757,523.438,570.572,586.255,591.696,543.815,552.038,549.569,593.435,569.368,566.138,522.807,599.196,583.02,510.948,568.999,577.74,570.334,1467.7802543748537
2330.0,0.04397,72400302.0,82.41,10.0,-0.5257,489.904,551.879,0.3468,487.172,-0.5496,460.317,520.883,445.672,482.987,502.77,480.395,490.747,464.449,464.582,496.133,524.162,525.378,486.081,518.839,463.254,487.332,477.18,446.246,470.418,455.262,538.423,517.091,483.821,502.853,486.768,531.007,455.243,464.576,522.372,1287.1755411363738
2642.0,0.07212,72400100.0,72.83,10.0,0.855,576.525,592.552,0.0337,577.14,1.5738,561.816,540.307,562.997,558.68,556.495,572.837,624.604,560.559,576.164,566.828,634.384,572.432,644.59,535.428,571.198,548.331,595.781,550.476,581.251,619.16,577.68,616.385,568.937,559.884,554.93,600.522,570.567,607.513,532.393,1507.601441609042
2221.0,0.024,72400960.0,68.7,10.0,0.4072,410.548,439.875,-0.2151,442.117,0.5818,407.746,440.597,394.771,492.291,430.293,409.521,436.372,456.966,415.314,410.693,448.67,356.733,444.415,451.073,456.453,448.138,481.615,443.897,472.214,457.401,493.384,387.649,479.744,397.835,483.264,487.625,464.703,424.776,408.666,1159.623517087623
2166.0,0.03394,72400377.0,79.74,10.0,-0.4742,501.887,525.261,-1.1295,567.322,-0.5166,566.295,488.865,528.654,495.93,497.477,516.651,557.853,494.629,481.971,489.336,547.631,559.82,568.123,452.8,492.494,545.058,518.87,513.314,549.543,497.991,581.378,470.065,534.009,542.588,484.476,544.631,501.075,539.973,514.88,1352.9983958224168
2113.0,0.07893,72400557.0,83.5,10.0,0.2214,532.044,547.284,1.8524,565.599,0.6258,556.296,555.236,545.649,558.605,557.64,558.887,541.94,487.375,572.174,539.797,535.32,551.414,514.548,535.649,562.285,610.811,538.117,551.483,518.293,555.531,598.846,604.193,571.129,579.304,576.894,588.082,523.556,580.57,572.612,1435.196862315289
2652.0,0.11731,72400312.0,64.44,10.0,-0.1879,616.762,617.493,-0.2151,622.046,-0.0834,666.646,580.898,582.771,620.775,624.946,617.753,586.913,584.256,575.603,617.042,645.173,657.72,616.722,540.244,619.195,606.261,594.031,601.61,611.907,594.945,568.01,628.702,608.67,587.786,623.693,573.669,582.705,537.737,619.39,1571.3909057383182
2342.0,0.0637,72400704.0,58.77,10.0,0.0505,469.055,473.56,-0.094,434.095,-0.4312,495.404,490.755,441.312,482.945,452.63,509.848,493.637,433.627,471.813,451.495,490.123,504.466,546.469,426.612,483.507,475.459,504.946,503.983,509.15,458.309,469.205,420.592,477.693,422.398,506.442,472.8,463.417,492.291,453.791,1246.344088308859
2261.0,0.49602,72400720.0,88.31,10.0,-0.1137,524.218,579.559,0.3468,593.213,-0.1249,539.9,539.938,548.698,507.165,547.907,585.467,496.041,510.872,512.787,562.167,506.983,547.706,558.158,531.953,511.517,584.208,538.678,566.529,504.047,521.917,604.134,594.945,520.229,527.259,554.041,603.335,534.08,547.017,573.471,1418.8818162191335
2153.0,0.09467,72400886.0,80.75,10.0,2.3535,494.382,503.506,1.8524,479.588,0.3212,501.677,541.665,568.584,530.483,496.142,495.412,471.13,467.169,517.315,428.698,530.977,518.073,561.093,556.977,486.85,503.318,510.009,466.997,484.314,451.669,576.746,493.996,546.395,497.48,476.595,535.521,469.635,490.717,465.06,1311.5136596259515
2211.0,0.09142,72400287.0,88.7,10.0,0.1904,441.509,464.805,0.5761,413.063,-0.0549,492.001,442.83,461.943,483.676,433.743,488.968,415.473,446.662,417.449,470.771,415.43,378.305,417.682,398.599,430.895,439.202,424.684,421.307,436.399,457.941,473.706,404.344,445.022,431.009,498.255,498.421,452.408,438.251,471.365,1171.4686188527248
2161.0,0.21109,72400869.0,79.74,10.0,-0.2567,441.968,448.325,-1.8213,494.448,0.1227,479.341,391.767,437.393,499.131,469.822,510.486,487.457,442.282,470.58,450.418,505.497,398.485,434.331,572.958,447.522,462.934,428.727,418.772,438.45,387.791,556.107,470.142,422.627,431.815,458.816,448.422,432.881,401.249,462.33,1197.9163134480532
2264.0,0.10424,72400462.0,67.94,10.0,0.1904,578.391,562.432,0.5761,517.635,-0.04,526.831,528.799,513.641,494.331,494.609,546.222,511.839,510.54,563.492,553.444,551.024,573.442,549.565,560.356,506.49,548.147,503.03,543.575,579.827,528.07,580.803,543.0,504.866,543.698,490.341,512.01,578.863,560.484,557.122,1396.8052489560898
2211.0,0.10445,72400759.0,88.7,10.0,0.1904,682.623,590.755,1.8524,575.752,1.6246,611.22,585.494,537.733,578.714,595.169,577.777,613.725,623.755,643.546,600.283,615.226,545.982,571.245,632.665,634.318,580.459,592.522,549.409,562.363,575.664,594.092,607.801,591.93,560.029,582.961,552.477,588.704,606.125,579.811,1526.5916462925052
2265.0,0.05691,72400183.0,65.23,9.0,-0.9693,504.821,453.51,-1.1295,493.827,0.9277,458.125,484.268,427.573,393.976,429.138,467.709,472.025,424.768,450.581,473.264,451.0,477.236,476.918,402.853,449.043,479.653,447.265,475.787,447.323,459.556,397.668,401.493,442.147,463.34,485.74,451.994,448.541,403.236,466.564,1189.7940586609036
2212.0,0.08399,72400151.0,81.92,10.0,0.1904,517.904,599.976,-0.2151,546.547,-0.3554,525.465,491.081,456.653,519.429,531.754,502.818,495.864,469.765,488.59,534.668,512.496,417.244,483.097,560.3,478.183,468.417,484.069,500.832,529.943,530.54,573.22,514.562,521.014,493.22,506.485,529.665,507.951,503.145,515.63,1328.3245738118087
9704.0,0.02979,72400580.0,68.29148356952543,9.0,-0.4609,423.561,469.44,-1.7101,446.577,2.3015,491.794,421.677,471.773,397.312,419.388,424.1,444.643,406.837,403.499,485.606,454.743,443.805,410.015,496.47,440.91,417.565,450.801,409.37,457.265,364.958,464.474,405.784,481.031,390.5,427.023,414.666,425.293,449.245,436.728,1460.245644187968
2300.0,0.30547,72400975.0,75.54,10.0,0.1904,528.151,568.992,-0.2151,512.652,-0.2736,477.187,511.227,527.122,519.088,515.202,535.095,557.141,510.332,537.612,520.16,519.932,531.662,505.359,453.34,501.265,518.631,477.818,500.8,505.63,521.312,579.487,451.581,503.891,514.575,548.385,513.448,556.199,560.994,482.7,1350.5654296403663
2149.0,0.05641,72400172.0,78.69,10.0,0.1904,523.166,568.623,-0.9548,559.275,-0.4535,513.21,544.587,559.833,612.427,552.549,532.767,548.0,546.883,571.85,543.805,541.643,565.432,515.102,612.793,575.526,543.927,538.935,564.633,528.42,613.332,473.016,559.63,587.74,511.71,530.572,508.815,573.551,457.67,520.513,1414.3363394636654
2611.0,0.42218,72400971.0,86.72,10.0,1.465,469.723,485.607,0.5761,518.059,2.3015,447.973,476.979,506.919,496.107,499.778,501.328,468.277,448.661,397.163,502.616,456.271,467.335,518.627,524.488,479.392,486.619,444.995,449.385,471.606,518.195,536.809,507.071,507.176,437.197,535.172,527.347,441.757,451.494,515.968,1285.3939256085089
2152.0,0.0174,72400871.0,80.75,9.0,0.7654,541.078,541.37,0.1123,524.662,0.9153,515.246,563.642,526.923,563.318,541.5,538.196,551.071,569.876,508.884,528.499,516.956,490.987,510.297,579.873,558.065,536.464,551.486,549.192,585.786,516.209,541.5,541.44,539.429,538.288,547.883,579.824,568.469,567.346,511.828,1403.259117693249
2130.0,0.19311,72401087.0,80.46,10.0,0.2223,545.197,565.17,-1.3162,561.936,-0.1598,503.708,592.268,562.851,615.978,579.173,571.332,545.203,574.153,525.713,529.196,552.24,579.182,545.867,553.214,595.513,567.636,471.101,539.087,543.567,563.84,489.308,565.754,577.874,544.415,588.085,529.461,549.089,601.302,533.031,1433.4091617265103
2221.0,0.09166,72401035.0,68.7,10.0,0.1904,424.984,449.001,0.1123,388.552,0.0422,420.637,373.135,388.359,454.412,435.528,418.915,424.222,415.904,384.583,437.282,444.138,466.508,426.039,458.455,418.862,375.885,414.944,403.911,389.85,378.462,483.726,405.951,472.537,436.945,465.471,481.685,414.411,481.428,448.254,1130.16730524765
2632.0,0.0637,72400396.0,83.09,10.0,0.1904,474.59,464.167,-0.2151,523.859,0.1562,546.062,518.857,478.745,502.598,505.987,551.174,529.814,527.507,531.008,533.428,575.573,536.569,515.124,552.621,507.298,484.76,510.138,534.664,543.754,513.743,580.012,490.008,582.767,534.556,522.318,520.283,521.346,501.675,511.612,1377.6158929323528
2654.0,0.21109,72400869.0,63.31,10.0,-0.009363520078286095,536.207,519.103,-0.6632,556.637,0.04302262034147881,589.989,552.561,578.775,512.688,569.73,626.772,549.56,532.452,573.489,560.763,573.838,565.629,521.545,491.401,548.994,526.328,596.84,559.568,540.446,556.363,532.683,511.109,593.435,542.627,594.336,556.691,549.41,503.093,573.273,1448.7512538978187
2341.0,0.0359,72400899.0,76.49,10.0,-1.2632,455.738,432.205,-0.6632,465.377,-0.04,468.34,471.836,481.679,487.936,475.326,508.461,504.285,472.486,484.826,458.343,499.549,506.694,468.388,554.54,499.014,513.167,534.442,497.191,457.093,514.118,487.076,471.206,533.084,461.227,485.013,505.331,509.964,463.789,474.367,1279.985556677627
2211.0,0.21109,72400569.0,88.7,10.0,0.1904,427.881,491.606,0.8347,508.578,0.9518,480.94,445.692,556.0,525.833,474.256,439.25,448.326,402.724,512.535,452.048,468.37,410.365,439.008,476.537,510.778,479.922,466.431,465.411,474.506,446.055,480.579,480.777,450.679,441.319,482.592,472.8,463.385,545.586,465.565,1237.6145348833688
2221.0,0.04783,72400034.0,68.7,10.0,-0.0984,474.487,467.967,0.8347,526.673,0.6822,456.157,475.054,433.085,482.389,506.862,490.059,498.654,461.452,447.669,481.307,519.614,528.836,440.83,510.105,489.912,436.119,463.365,479.961,468.504,502.063,417.192,466.87,439.618,493.783,461.429,489.766,475.479,487.842,462.95,1246.6658825107704
2634.0,0.06508,72400456.0,85.85,10.0,-1.2769,580.316,574.647,-0.0598,531.441,-0.3413,505.426,538.637,524.809,531.035,529.728,549.337,465.32,539.902,572.006,590.777,533.345,473.459,561.532,532.414,561.99,551.724,598.571,564.951,531.62,548.095,620.457,610.909,560.963,506.202,505.476,563.517,553.051,544.188,548.825,1436.248512698781
2650.0,0.2739,72400632.0,63.31,9.0,-1.0726,397.452,403.073,-1.5965,439.472,0.0987,453.355,418.179,460.61,434.133,407.502,450.123,435.06,391.234,397.692,416.958,425.627,428.844,454.7,433.352,443.675,380.428,424.883,370.426,367.101,421.112,408.028,357.987,425.25,387.912,443.451,418.339,398.387,433.891,409.446,1121.6944663523743
2264.0,0.03495,72400259.0,67.94,10.0,0.1904,599.758,615.521,-0.2151,569.829,-0.0549,556.766,594.611,477.823,572.24,569.278,534.108,582.673,610.242,557.114,545.758,607.746,535.567,588.111,573.84,596.109,567.766,581.775,531.653,581.48,543.07,543.35,564.159,626.455,576.621,546.67,570.215,560.025,529.592,554.197,1467.749248548781
2211.0,0.12095,72400682.0,88.7,10.0,0.9753,557.354,525.311,0.9703,533.591,-0.0549,545.28,564.922,540.304,546.744,549.265,493.71,643.159,556.37,547.589,535.517,551.624,541.542,589.833,549.534,545.639,516.487,568.26,517.871,486.45,581.036,593.67,512.212,530.863,549.581,536.81,547.745,554.336,584.804,541.724,1421.3544193879432
2262.0,0.04168,72400836.0,81.13,10.0,1.2684,558.61,559.938,1.1969,497.942,1.0272,570.797,503.316,524.066,563.81,503.621,511.037,565.39,528.68,495.771,574.557,530.563,580.224,545.18,514.798,583.548,519.847,532.692,539.92,534.917,572.608,535.221,544.246,498.694,537.169,579.713,510.452,531.602,546.228,564.6,1401.7743332365671
2144.0,0.09614,72400724.0,77.1,10.0,2.3535,485.167,479.716,0.5761,474.967,-0.0549,485.33,486.459,465.039,520.547,458.252,442.034,459.372,414.863,467.265,430.548,483.907,417.352,442.24,511.163,477.208,462.727,490.342,490.078,432.053,494.344,478.506,513.052,468.681,473.519,511.234,465.103,454.303,544.58,482.782,1238.9559726535756
2634.0,0.20017,72400138.0,85.85,10.0,0.3511,524.1,568.82,-1.4972,653.071,-0.626,559.732,533.552,627.68,553.232,563.364,552.127,522.153,524.747,513.595,551.093,529.265,556.1,526.455,519.485,555.844,553.901,479.746,548.041,525.171,519.937,592.211,572.666,510.248,508.507,554.415,534.525,538.616,537.363,544.338,1432.4662825154296
2149.0,0.11596,72400422.0,78.69,10.0,0.5181,515.656,615.112,-0.4347,570.476,-0.4535,500.983,544.464,550.785,540.378,520.561,511.748,527.332,599.562,542.553,510.354,522.32,488.52,549.834,495.765,554.691,527.819,511.749,531.277,536.742,497.679,568.599,575.967,550.791,547.776,523.837,591.581,509.185,537.919,552.921,1393.775609108326
2211.0,0.15228,72400335.0,88.7,8.0,0.1677,438.252,431.85,-0.4347,427.921,-0.5166,381.463,431.249,437.361,389.175,448.87,461.676,470.475,394.121,478.756,451.233,467.044,495.387,431.061,394.028,452.378,415.641,420.113,420.057,408.736,454.904,496.528,408.273,416.994,404.206,491.167,422.216,489.29,473.773,460.436,1160.527085860492
2166.0,0.26923,72400248.0,79.74,10.0,-0.1424,499.819,505.777,-1.2137,550.666,-0.2497,482.389,505.582,547.594,514.189,567.337,490.851,492.347,513.813,503.08,487.797,529.587,545.881,571.461,557.582,472.736,547.474,538.284,521.531,543.187,545.912,561.089,613.011,558.181,542.001,544.614,516.906,529.465,489.879,485.503,1368.4463232763603
2149.0,0.0654,72400557.0,78.69,10.0,0.9753,544.778,614.97,-0.4347,536.402,0.6148,630.724,590.915,581.82,545.954,572.554,605.351,533.079,555.093,575.138,555.998,534.489,491.655,610.489,546.644,591.614,569.536,589.984,608.899,548.487,521.856,660.137,595.142,566.544,580.228,533.288,558.058,526.464,550.571,546.519,1465.0066081464845
2631.0,0.24847,72400074.0,80.92,10.0,0.4741,454.169,473.138,1.8524,488.578,-0.5374,477.897,537.095,470.542,443.379,461.252,408.531,517.38,473.98,483.856,465.205,516.338,466.368,446.256,508.71,488.536,456.936,443.309,468.311,498.663,491.299,482.554,469.374,460.362,456.269,510.898,470.393,472.152,467.115,478.932,1263.5182126365478
2655.0,0.17202,72400277.0,70.1,10.0,-0.4308,456.584,450.852,0.1123,486.311,0.6644,430.106,460.094,435.505,482.176,451.344,425.751,431.383,512.284,456.814,436.897,465.983,481.836,425.886,366.121,514.389,465.964,415.639,480.338,431.489,454.621,466.377,468.789,456.418,460.006,477.171,507.986,456.297,461.852,449.153,1219.3260481642426
2212.0,0.07653,72400218.0,81.92,10.0,0.1904,488.804,480.638,1.8524,435.645,-0.0549,458.086,483.383,417.187,477.69,444.392,499.031,456.089,469.192,439.494,499.098,456.398,460.101,530.297,530.424,438.852,511.357,469.342,464.551,455.162,490.898,538.91,422.756,472.081,479.467,456.954,495.675,470.151,422.282,462.353,1235.9693959903077
